nom,prenom,email,sexe,nationalite,telephone,ects,date_admission,pays,ville,universite,entreprise,nouveau_universite,type_contrat,duree_contrat,activite,etude
Mel,MacCleay,mmaccleayeg@dedecms.com,Female,Pakistan,+92 278 446 8744,22,23/12/2010,Maurice,Port Louis,SUPINFO de Port Louis,,Institute of Industrial Electronics Engineering,,,"'JPO','Salon etudiant','JoForum'",finish
Christye,Jakubczyk,cjakubczykeh@networkadvertising.org,Female,Paraguay,+595 801 689 1143,13,8/1/2017,Maroc,Casablanca,SUPINFO de Casablanca,DIGIT CONCEPT,Universidad Católica Nuestra Senora de la Asunción,CDD,80,"'JPO','Salon etudiant','JoForum'",finish
Jerrilee,Hainsworth,jhainsworthei@mayoclinic.com,Female,Jordan,+962 385 444 4111,19,26/7/2014,Chine,Pekin,SUPINFO de Pekin,,Amman University,,,"'JPO','Salon etudiant','JoForum'",continue
Sim,Durek,sdurekej@ycombinator.com,Male,Kenya,+254 791 535 2226,9,12/3/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,SOGETI,Karatina University,CDD,5,"'JPO','Salon etudiant','JoForum'",finish
Milena,Perett,mperettek@disqus.com,Female,Indonesia,+62 507 976 7878,32,2/6/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,SOGETI,Universitas Jambi,Alternance,6,"'JPO','Salon etudiant','JoForum'",continue
Winfield,Nesbitt,wnesbittel@themeforest.net,Male,Poland,+48 377 966 7424,56,21/4/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,CDISCOUNT,Pedagogical University of Zielona Gora,CDD,77,"'JPO','Salon etudiant','JoForum'",finish
Hobey,Ginty,hgintyem@blogtalkradio.com,Male,Serbia,+381 317 609 5074,41,15/2/2018,Chine,Pekin,SUPINFO de Pekin,IBM,Drzavni Univerzitet u Novom Pazaru,CDI,2,"'JPO','Salon etudiant','JoForum'",continue
Griz,Walklate,gwalklateen@people.com.cn,Male,Indonesia,+62 139 786 5479,34,22/11/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universitas Muhammadiyah Jember,,,"'JPO','Salon etudiant','JoForum'",continue
Kyla,Eastope,keastopeeo@elegantthemes.com,Female,Argentina,+54 428 592 9848,12,8/1/2012,Maurice,Port Louis,SUPINFO de Port Louis,,Universidad Nacional de San Luis,,,"'JPO','Salon etudiant','JoForum'",stop
Nate,Plumbe,nplumbeep@trellian.com,Male,Peru,+51 591 825 3252,45,19/4/2010,France,Grenoble,SUPINFO de Grenoble,HUAWEI,Universidad Tecnológica de los Andes de Apurímac,CDI,51,"'JPO','Salon etudiant','JoForum'",finish
Bayard,Cayser,bcaysereq@opensource.org,Male,Canada,+1 921 708 2797,22,23/4/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,CAPGEMINI,Centennial College,CDI,79,"'JPO','Salon etudiant','JoForum'",continue
Bary,Chipman,bchipmaner@diigo.com,Male,Brazil,+55 294 521 6456,58,15/2/2013,Reunion,Saint Denis,SUPINFO de Saint Denis,,Universidade Vale do Rio Doce,,,"'JPO','Salon etudiant','JoForum'",stop
Ebba,Kondratenko,ekondratenkoes@unicef.org,Female,Indonesia,+62 353 367 9124,4,25/1/2010,Chine,Pekin,SUPINFO de Pekin,AMAZON,Universitas 17 Agustus 1945 Jakarta,CDD,10,"'JPO','Salon etudiant','JoForum'",stop
Tansy,Marlen,tmarlenet@cnet.com,Female,France,+33 787 331 2900,36,27/12/2020,Maurice,Port Louis,SUPINFO de Port Louis,DIGIT CONCEPT,IDRAC (Institut de recherche en action commerciale),CDD,75,"'JPO','Salon etudiant','JoForum'",finish
Kaycee,Brownell,kbrownelleu@addthis.com,Female,Philippines,+63 832 534 3336,41,5/8/2017,Maurice,Port Louis,SUPINFO de Port Louis,CAPGEMINI,University of the Philippines Visayas,Interim,30,"'JPO','Salon etudiant','JoForum'",finish
Goldina,Sylvester,gsylvesterev@europa.eu,Female,Indonesia,+62 928 310 9133,42,22/10/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universitas Pendidikan Indonesia,,,"'JPO','Salon etudiant','JoForum'",finish
Lorain,MacClancey,lmacclanceyew@accuweather.com,Female,Portugal,+351 249 355 3352,57,4/6/2013,France,Lille,SUPINFO de Lille,MTN,Instituto Superior de Saúde do Alto Ave,Alternance,38,"'JPO','Salon etudiant','JoForum'",finish
Loy,Bickford,lbickfordex@paginegialle.it,Male,Portugal,+351 841 464 7059,2,25/9/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,IBM,European University Portugal,CTT,25,"'JPO','Salon etudiant','JoForum'",finish
Clywd,Harriss,charrissey@tumblr.com,Male,Portugal,+351 765 564 5497,17,1/4/2017,Chine,Pekin,SUPINFO de Pekin,,Instituto Superior de Saúde do Alto Ave,,,"'JPO','Salon etudiant','JoForum'",continue
Web,Stainton - Skinn,wstaintonskinnez@ox.ac.uk,Male,Ukraine,+380 760 219 8575,6,10/7/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,,Odessa National Maritime Academy,,,"'JPO','Salon etudiant','JoForum'",finish
Ciel,Blaber,cblaberf0@sbwire.com,Female,Brazil,+55 882 963 3349,39,24/5/2010,Chine,Pekin,SUPINFO de Pekin,ORACLE,Universidade Federal de Mato Grosso,Alternance,65,"'JPO','Salon etudiant','JoForum'",finish
Melodie,Lampitt,mlampittf1@jalbum.net,Female,Haiti,+509 620 544 7407,22,7/4/2012,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,SOGETI,Université Épiscopale d'Haiti,CDD,74,"'JPO','Salon etudiant','JoForum'",finish
Lemmy,Duligal,lduligalf2@aboutads.info,Male,China,+86 138 736 8479,19,20/4/2010,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,GFI,Hubei University,Interim,73,"'JPO','Salon etudiant','JoForum'",stop
Gabriel,Djurisic,gdjurisicf3@nbcnews.com,Male,Czech Republic,+420 726 625 6708,52,24/11/2018,Chine,Pekin,SUPINFO de Pekin,SHINKA,"Academy of Performing Arts, Film and TV Fakulty",CTT,65,"'JPO','Salon etudiant','JoForum'",stop
Margette,Shutte,mshuttef4@senate.gov,Female,France,+33 715 153 7940,35,14/2/2011,Maroc,Casablanca,SUPINFO de Casablanca,AMAZON,Ecole Supérieure de Chimie Organique et Minérale,CDI,17,"'JPO','Salon etudiant','JoForum'",finish
Wilma,Hughlin,whughlinf5@1und1.de,Female,Japan,+81 146 327 1722,6,17/11/2011,Maroc,Casablanca,SUPINFO de Casablanca,SHINKA,Sapporo University,CDD,35,"'JPO','Salon etudiant','JoForum'",finish
Ertha,Libri,elibrif6@unblog.fr,Female,Philippines,+63 999 601 5713,66,23/9/2016,Maroc,Casablanca,SUPINFO de Casablanca,,Leyte Normal University,,,"'JPO','Salon etudiant','JoForum'",continue
Mildred,Coggings,mcoggingsf7@trellian.com,Female,Liechtenstein,+423 721 100 6813,61,1/10/2015,France,Lyon,SUPINFO de Lyon,SAFRAM,Internationle Akademie für Philosophie,Interim,75,"'JPO','Salon etudiant','JoForum'",stop
Juliana,Ditchfield,jditchfieldf8@hostgator.com,Female,Indonesia,+62 961 627 1121,19,5/4/2020,Italie,Rome,SUPINFO de Rome,DIGIT CONCEPT,Universitas Indonusa Esa Unggul,Alternance,42,"'JPO','Salon etudiant','JoForum'",continue
Pippy,Bridgewood,pbridgewoodf9@bloglovin.com,Female,Nigeria,+234 750 491 7291,18,2/8/2010,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,,University of Benin,,,"'JPO','Salon etudiant','JoForum'",stop
Morgana,Currall,mcurrallfa@newyorker.com,Female,Czech Republic,+420 371 572 1806,17,3/1/2011,Chine,Pekin,SUPINFO de Pekin,IUC,Prague College,CDD,80,"'JPO','Salon etudiant','JoForum'",continue
Bev,Woollends,bwoollendsfb@taobao.com,Female,Indonesia,+62 243 785 6973,43,29/3/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,ABYSTER,Universitas Pasundan,Alternance,67,"'JPO','Salon etudiant','JoForum'",finish
Pia,Spavins,pspavinsfc@nifty.com,Female,Slovenia,+386 688 654 7611,33,19/6/2018,France,Grenoble,SUPINFO de Grenoble,,University of Nova Gorica,,,"'JPO','Salon etudiant','JoForum'",stop
Edin,Kenyam,ekenyamfd@ocn.ne.jp,Female,Portugal,+351 954 876 7298,28,18/6/2013,Maroc,Casablanca,SUPINFO de Casablanca,,Universidade do Algarve,,,"'JPO','Salon etudiant','JoForum'",finish
Johnathon,Hay,jhayfe@booking.com,Male,Slovakia,+421 977 636 6033,59,6/1/2011,France,Grenoble,SUPINFO de Grenoble,ASTEK,Catholic University in Ruzomberok,CDI,11,"'JPO','Salon etudiant','JoForum'",continue
Glynn,Luffman,gluffmanff@yelp.com,Male,China,+86 284 596 7198,32,30/4/2013,Italie,Rome,SUPINFO de Rome,SOFTTEAMS,Guangxi Traditional Chinese Medical University,Alternance,28,"'JPO','Salon etudiant','JoForum'",stop
Freeman,Alban,falbanfg@scribd.com,Male,Cameroon,+237 554 959 2492,10,9/4/2019,France,Lyon,SUPINFO de Lyon,MICHELIN,Université de Buéa,CDI,65,"'JPO','Salon etudiant','JoForum'",finish
Alister,Stayt,astaytfh@booking.com,Male,France,+33 522 724 5669,5,17/6/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,MTN,Ecole Superieur d'Ingenieurs Leonard de Vinci,CDI,60,"'JPO','Salon etudiant','JoForum'",stop
Amity,Salvador,asalvadorfi@cyberchimps.com,Female,Ireland,+353 902 353 5133,46,21/5/2017,Chine,Pekin,SUPINFO de Pekin,AKKA,University College Cork,Alternance,48,"'JPO','Salon etudiant','JoForum'",stop
Hank,Chipman,hchipmanfj@prweb.com,Male,Germany,+49 273 377 9525,34,17/4/2014,Chine,Pekin,SUPINFO de Pekin,FREE,International School of Management ISM Dortmund,Interim,23,"'JPO','Salon etudiant','JoForum'",continue
Stephannie,Olijve,solijvefk@mapquest.com,Female,China,+86 645 543 6625,52,2/4/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,RUEDUCOMMERCE,Shanghai Ocean University,CTT,57,"'JPO','Salon etudiant','JoForum'",continue
Margalo,Davydkov,mdavydkovfl@diigo.com,Female,Sweden,+46 853 676 7828,38,5/4/2012,Chine,Pekin,SUPINFO de Pekin,AFRIK-SOLUTION,Linköping University,CTT,67,"'JPO','Salon etudiant','JoForum'",stop
Andie,Kearford,akearfordfm@parallels.com,Male,Finland,+358 805 511 2279,7,19/4/2016,France,Paris,SUPINFO de Paris,HUAWEI,Lappeenranta University of Technology,Interim,33,"'JPO','Salon etudiant','JoForum'",continue
Freedman,Vlasov,fvlasovfn@un.org,Male,China,+86 952 840 5950,63,2/5/2016,Chine,Pekin,SUPINFO de Pekin,AMAZON,Xi'an University of Architecture and Technology,CDD,35,"'JPO','Salon etudiant','JoForum'",continue
Doralia,Janoschek,djanoschekfo@sakura.ne.jp,Female,Kyrgyzstan,+996 416 394 2715,24,21/7/2016,France,Montpellier,SUPINFO de Montpellier,,Jalalabad State University Kyrgyzstan,,,"'JPO','Salon etudiant','JoForum'",stop
Florette,Kinnar,fkinnarfp@moonfruit.com,Female,China,+86 373 263 6268,44,17/12/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CAMTEL,Wuhan University School of Medicine,Alternance,68,"'JPO','Salon etudiant','JoForum'",stop
Cher,Bollen,cbollenfq@ebay.co.uk,Female,Russia,+7 224 952 9536,21,10/1/2014,Chine,Pekin,SUPINFO de Pekin,ATOS,Vaganova Academy of Russian Ballet,CDI,9,"'JPO','Salon etudiant','JoForum'",stop
Jammal,Wadsworth,jwadsworthfr@bing.com,Male,Philippines,+63 584 547 1144,50,31/1/2013,Maroc,Casablanca,SUPINFO de Casablanca,MTN,Benguet State University,Alternance,60,"'JPO','Salon etudiant','JoForum'",stop
Blinni,Jeannard,bjeannardfs@slate.com,Female,Sweden,+46 912 541 2282,2,28/2/2012,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AFROLOGIX,Free University Stockholm,CDI,37,"'JPO','Salon etudiant','JoForum'",finish
Letta,Barraclough,lbarracloughft@washington.edu,Female,Peru,+51 498 862 0155,68,7/7/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,AFRIK-SOLUTION,Universidad Nacional de Ingeniería,Alternance,71,"'JPO','Salon etudiant','JoForum'",stop
Louise,Kitcatt,lkitcattfu@vk.com,Female,Indonesia,+62 377 699 2632,66,17/10/2013,Italie,Rome,SUPINFO de Rome,HUAWEI,Universitas Tadulako,CTT,69,"'JPO','Salon etudiant','JoForum'",stop
Rutledge,Blaw,rblawfv@yellowpages.com,Male,Indonesia,+62 957 566 6392,52,11/12/2012,Maurice,Port Louis,SUPINFO de Port Louis,,Universitas Katolik Widya Karya,,,"'JPO','Salon etudiant','JoForum'",stop
Kirby,Bainbridge,kbainbridgefw@hugedomains.com,Female,Russia,+7 516 323 8719,7,15/12/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,,Irkutsk State Technical University,,,"'JPO','Salon etudiant','JoForum'",stop
Bradford,Wyllcocks,bwyllcocksfx@foxnews.com,Male,Mongolia,+976 261 941 3000,19,30/10/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ABYSTER,University of the Humanities,CDI,30,"'JPO','Salon etudiant','JoForum'",finish
Skippie,Tapply,stapplyfy@foxnews.com,Male,Indonesia,+62 701 716 5683,70,11/2/2015,Maurice,Port Louis,SUPINFO de Port Louis,,Universitas Narotama,,,"'JPO','Salon etudiant','JoForum'",continue
Nobie,Fendlow,nfendlowfz@google.es,Male,Brazil,+55 386 711 7572,1,16/5/2018,Maroc,Casablanca,SUPINFO de Casablanca,THALES,Universidade Regional de Blumenau,CDI,70,"'JPO','Salon etudiant','JoForum'",finish
Gothart,Eskriett,geskriettg0@mail.ru,Male,Peru,+51 931 765 7567,51,10/2/2019,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,SAFRAM,Universidad Privada Juan Mejía Baca,CTT,42,"'JPO','Salon etudiant','JoForum'",finish
Sanders,Blowfield,sblowfieldg1@oracle.com,Male,China,+86 384 667 9408,43,2/10/2018,Maurice,Port Louis,SUPINFO de Port Louis,ORACLE,Nanjing University of Science and Technology,CDD,28,"'JPO','Salon etudiant','JoForum'",stop
Joannes,Haestier,jhaestierg2@wisc.edu,Female,Brazil,+55 982 775 8960,39,13/2/2015,Chine,Pekin,SUPINFO de Pekin,,Universidade Federal do Pará,,,"'JPO','Salon etudiant','JoForum'",continue
Ellette,Giacopini,egiacopinig3@feedburner.com,Female,Armenia,+374 681 191 4825,52,11/12/2016,Maroc,Casablanca,SUPINFO de Casablanca,,European Regional Educational Academy of Armenia,,,"'JPO','Salon etudiant','JoForum'",stop
Delbert,Bulch,dbulchg4@bbb.org,Male,Philippines,+63 629 917 6961,21,10/11/2016,Maurice,Port Louis,SUPINFO de Port Louis,CAPGEMINI,University of the City of Manila,Alternance,20,"'JPO','Salon etudiant','JoForum'",finish
Padriac,Ricioppo,pricioppog5@bloomberg.com,Male,Mongolia,+976 888 602 2254,48,7/3/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,,University of the Humanities,,,"'JPO','Salon etudiant','JoForum'",stop
Roanna,Metzke,rmetzkeg6@w3.org,Female,Panama,+507 904 531 3692,24,21/4/2020,Maurice,Port Louis,SUPINFO de Port Louis,CISCO,Universidad del Istmo,CDD,36,"'JPO','Salon etudiant','JoForum'",stop
Edik,Maultby,emaultbyg7@psu.edu,Male,South Africa,+27 761 975 9859,70,8/6/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,AKKA,University of Fort Hare,Interim,37,"'JPO','Salon etudiant','JoForum'",continue
Mahala,Wykes,mwykesg8@google.pl,Female,France,+33 327 433 5210,62,2/7/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,,,"'JPO','Salon etudiant','JoForum'",continue
Grace,Bigrigg,gbigriggg9@uol.com.br,Male,Albania,+355 312 202 1177,66,15/3/2019,Reunion,Saint Denis,SUPINFO de Saint Denis,MICHELIN,Academy of Sports and Physical Training,Alternance,61,"'JPO','Salon etudiant','JoForum'",continue
Chev,Ferras,cferrasga@facebook.com,Male,Indonesia,+62 753 795 9051,53,17/6/2011,Chine,Pekin,SUPINFO de Pekin,IBM,"Universitas Pembangunan Nasional ""Veteran"" East Java",CTT,29,"'JPO','Salon etudiant','JoForum'",stop
Brett,Dunn,bdunngb@archive.org,Female,Israel,+972 448 545 2623,23,15/2/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ALL4TEST,Afeka Tel Aviv Academic College of Engineering,Alternance,61,"'JPO','Salon etudiant','JoForum'",continue
Rebeca,Branton,rbrantongc@webmd.com,Female,Brazil,+55 778 542 4650,10,31/12/2020,Maroc,Casablanca,SUPINFO de Casablanca,,Universidade Cidade de São Paulo,,,"'JPO','Salon etudiant','JoForum'",continue
Dulcie,Caberas,dcaberasgd@acquirethisname.com,Female,Indonesia,+62 402 280 3128,34,20/7/2019,Reunion,Saint Denis,SUPINFO de Saint Denis,AKKA,Universitas Putera Batam,CDI,29,"'JPO','Salon etudiant','JoForum'",continue
Pietro,Haresign,pharesignge@google.ru,Male,Indonesia,+62 638 180 5432,49,29/2/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,,Institut Sains dan Teknologi Al Kamal,,,"'JPO','Salon etudiant','JoForum'",finish
Edwina,De Pietri,edepietrigf@photobucket.com,Female,China,+86 176 337 9688,9,2/8/2018,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,SAFRAM,Ningbo University of Technology,CDI,62,"'JPO','Salon etudiant','JoForum'",stop
Milty,Duddin,mduddingg@shop-pro.jp,Male,Indonesia,+62 155 841 4701,9,15/8/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ASTEK,Universitas Negeri Gorontalo,CDI,20,"'JPO','Salon etudiant','JoForum'",finish
Olivette,Semken,osemkengh@virginia.edu,Female,South Africa,+27 913 453 1275,33,30/6/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,,University of Fort Hare,,,"'JPO','Salon etudiant','JoForum'",continue
Hew,Trevarthen,htrevarthengi@instagram.com,Male,Russia,+7 441 646 6929,64,21/1/2019,Chine,Pekin,SUPINFO de Pekin,DIGIT CONCEPT,Voronezh State Academy of Technology,CDD,36,"'JPO','Salon etudiant','JoForum'",continue
Brok,Shasnan,bshasnangj@nymag.com,Male,Russia,+7 262 370 4888,11,3/8/2012,Maroc,Casablanca,SUPINFO de Casablanca,DIGIT CONCEPT,Plekhanov Russian Academy of Economics,CDD,2,"'JPO','Salon etudiant','JoForum'",continue
Andeee,Wrightim,awrightimgk@alibaba.com,Female,Malaysia,+60 205 623 5227,31,24/8/2016,Italie,Rome,SUPINFO de Rome,ADVENCE CAMEROUN,International Islamic University,CTT,50,"'JPO','Salon etudiant','JoForum'",stop
Stace,Kivelle,skivellegl@vinaora.com,Female,South Africa,+27 799 709 9321,9,14/10/2015,Belgique,Bruxelle,SUPINFO de Bruxelle,,Walter Sisulu University for Technology and Science,,,"'JPO','Salon etudiant','JoForum'",finish
Alyda,Tuft,atuftgm@sitemeter.com,Female,Albania,+355 623 277 0907,46,6/11/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,GFI,"University of Elbasan ""Aleksander Xhuvani""",CDD,3,"'JPO','Salon etudiant','JoForum'",continue
Godfree,Ovenell,govenellgn@pbs.org,Male,Indonesia,+62 879 736 6544,69,1/1/2016,Maroc,Casablanca,SUPINFO de Casablanca,AXXA,Universitas Widyatama,CDI,36,"'JPO','Salon etudiant','JoForum'",stop
Jada,Boissieux,jboissieuxgo@yale.edu,Female,China,+86 370 296 5188,13,25/9/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ADVENCE CAMEROUN,Southwest University of Nationalities,CTT,46,"'JPO','Salon etudiant','JoForum'",finish
Heinrick,Kleinmintz,hkleinmintzgp@opera.com,Male,Poland,+48 135 580 6855,3,20/6/2020,Maurice,Port Louis,SUPINFO de Port Louis,,Technical University of Poznan,,,"'JPO','Salon etudiant','JoForum'",stop
Zarah,Ambresin,zambresingq@skype.com,Female,Finland,+358 381 678 3856,16,24/5/2014,Chine,Pekin,SUPINFO de Pekin,CONNEXTIC,Turku School of Economics and Business Administration,CDI,65,"'JPO','Salon etudiant','JoForum'",finish
Hendrick,Eastam,heastamgr@1688.com,Male,France,+33 921 890 5825,9,26/12/2013,Maroc,Casablanca,SUPINFO de Casablanca,ADVENCE CAMEROUN,Ecole Nationale Supérieure des Telecommunications de Bretagne,Interim,14,"'JPO','Salon etudiant','JoForum'",continue
Lois,Cato,lcatogs@newyorker.com,Female,Maldives,+960 116 580 0930,40,26/10/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ASI,Cyryx College,Interim,17,"'JPO','Salon etudiant','JoForum'",finish
Aleen,Bates,abatesgt@cbsnews.com,Female,Argentina,+54 288 107 9646,30,1/4/2010,France,Lille,SUPINFO de Lille,,Universidad Nacional de General Sarmiento,,,"'JPO','Salon etudiant','JoForum'",finish
Kenyon,Londesborough,klondesboroughgu@goo.gl,Male,Poland,+48 923 641 7201,66,11/3/2011,Maroc,Casablanca,SUPINFO de Casablanca,ASTEK,University of Warsaw,Alternance,63,"'JPO','Salon etudiant','JoForum'",finish
Brittany,Cantua,bcantuagv@rakuten.co.jp,Female,Sweden,+46 854 661 4272,10,22/1/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,OPEN,Karlstad University,Alternance,12,"'JPO','Salon etudiant','JoForum'",stop
Griffin,Tunny,gtunnygw@1688.com,Male,Poland,+48 492 991 8952,14,29/7/2016,Italie,Rome,SUPINFO de Rome,ASI,University of Warsaw,CDI,65,"'JPO','Salon etudiant','JoForum'",continue
Cullie,Colhoun,ccolhoungx@biblegateway.com,Male,China,+86 501 488 4453,30,13/6/2010,France,Lyon,SUPINFO de Lyon,AMAZON,Xinjiang University of Finance and Economics,CDI,26,"'JPO','Salon etudiant','JoForum'",continue
Myrle,Pear,mpeargy@jugem.jp,Female,Finland,+358 322 574 0350,63,19/6/2010,Reunion,Saint Denis,SUPINFO de Saint Denis,SAFRAM,University of Lapland,Alternance,56,"'JPO','Salon etudiant','JoForum'",stop
Pietrek,Arangy,parangygz@so-net.ne.jp,Male,Ukraine,+380 954 235 2444,38,30/7/2018,France,Paris,SUPINFO de Paris,AKKA,Ivano-Frankivsk National University of Oli and Gas,CDI,53,"'JPO','Salon etudiant','JoForum'",stop
Hercules,MacConnulty,hmacconnultyh0@ifeng.com,Male,Portugal,+351 706 952 7901,57,5/4/2020,Chine,Pekin,SUPINFO de Pekin,,Universidade de Evora,,,"'JPO','Salon etudiant','JoForum'",continue
Drucill,Dafydd,ddafyddh1@soundcloud.com,Female,Czech Republic,+420 501 917 7428,55,10/10/2011,Maroc,Casablanca,SUPINFO de Casablanca,ORACLE,Anglo-American University,CDD,36,"'JPO','Salon etudiant','JoForum'",stop
Erin,Oakwell,eoakwellh2@home.pl,Male,Colombia,+57 244 201 1255,53,22/8/2018,Maroc,Casablanca,SUPINFO de Casablanca,AFRIK-SOLUTION,Universidad Autónoma de Bucaramanga,Interim,32,"'JPO','Salon etudiant','JoForum'",continue
Elonore,Holborn,eholbornh3@networksolutions.com,Female,Brazil,+55 673 267 7359,38,28/1/2019,Chine,Pekin,SUPINFO de Pekin,,Universidade de Tocantins,,,"'JPO','Salon etudiant','JoForum'",continue
Briano,Watling,bwatlingh4@intel.com,Male,Japan,+81 357 480 3153,11,13/5/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,CAMTEL,Morioka College,CTT,51,"'JPO','Salon etudiant','JoForum'",stop
Afton,Worden,awordenh5@twitpic.com,Female,Japan,+81 298 344 9372,27,10/10/2017,France,Lille,SUPINFO de Lille,CISCO,Fukuoka Prefectural University,CDD,75,"'JPO','Salon etudiant','JoForum'",finish
Benedict,Whittles,bwhittlesh6@shinystat.com,Male,China,+86 342 966 8492,69,4/6/2018,Maurice,Port Louis,SUPINFO de Port Louis,ADVENCE CAMEROUN,Logistics Engineering University of PLA,CTT,26,"'JPO','Salon etudiant','JoForum'",stop
Clerkclaude,Oliff,coliffh7@google.de,Male,Greece,+30 309 603 0314,59,9/12/2016,Maroc,Casablanca,SUPINFO de Casablanca,MTN,Athens University of Economics and Business,CDI,55,"'JPO','Salon etudiant','JoForum'",continue
Ludvig,Dahill,ldahillh8@bizjournals.com,Male,Tunisia,+216 652 898 8609,43,11/2/2016,Maroc,Casablanca,SUPINFO de Casablanca,DIGIT CONCEPT,"Université du Centre, Sousse",Interim,74,"'JPO','Salon etudiant','JoForum'",stop
Pammie,Ullett,pulletth9@nba.com,Female,Brazil,+55 239 525 1800,49,31/7/2016,Maurice,Port Louis,SUPINFO de Port Louis,IBM,Universidade Camilo Castelo Branco,CDI,5,"'JPO','Salon etudiant','JoForum'",continue
Garner,Lowles,glowlesha@answers.com,Male,Indonesia,+62 562 195 3167,67,30/5/2010,Chine,Pekin,SUPINFO de Pekin,,Universitas Gajayana Malang,,,"'JPO','Salon etudiant','JoForum'",stop
Eugenia,Ferschke,eferschkehb@google.it,Female,Bulgaria,+359 758 848 2612,60,15/3/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,MTN,Varna Free University,CDI,48,"'JPO','Salon etudiant','JoForum'",stop
Teirtza,Kettleson,tkettlesonhc@lulu.com,Female,Ukraine,+380 429 986 0897,30,10/6/2014,Maurice,Port Louis,SUPINFO de Port Louis,IUC,Donetsk State Medical University,Interim,52,"'JPO','Salon etudiant','JoForum'",finish
Lorne,McDade,lmcdadehd@symantec.com,Male,Indonesia,+62 859 818 8106,24,24/3/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,ADVENCE CAMEROUN,Universitas Atma Jaya Yogyakarta,CTT,25,"'JPO','Salon etudiant','JoForum'",stop
L;urette,Shambrook,lshambrookhe@lycos.com,Female,Azerbaijan,+994 166 356 5973,42,17/5/2014,Reunion,Saint Denis,SUPINFO de Saint Denis,AFROLOGIX,Nakhchivan State University,CDI,69,"'JPO','Salon etudiant','JoForum'",continue
Henry,Mance,hmancehf@nytimes.com,Male,Portugal,+351 853 794 6226,24,28/6/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,HUAWEI,Instituto Superior Novas Profissões - INP,CDD,4,"'JPO','Salon etudiant','JoForum'",stop
Benyamin,Tierny,btiernyhg@imdb.com,Male,France,+33 522 133 2984,15,8/11/2018,Chine,Pekin,SUPINFO de Pekin,,Institut de Recherche et d'Enseignement Supérieur aux Techniques de l'électronique,,,"'JPO','Salon etudiant','JoForum'",continue
Gusti,Roycroft,groycrofthh@e-recht24.de,Female,Syria,+963 356 464 4198,44,10/8/2018,Chine,Pekin,SUPINFO de Pekin,ORACLE,Al-Baath University,Interim,36,"'JPO','Salon etudiant','JoForum'",finish
Chevy,Ferens,cferenshi@slashdot.org,Male,China,+86 124 561 2703,17,11/4/2015,Chine,Pekin,SUPINFO de Pekin,,Nanjing Forestry University,,,"'JPO','Salon etudiant','JoForum'",continue
Riannon,Dockrell,rdockrellhj@trellian.com,Female,Spain,+34 198 439 1127,7,5/5/2014,France,Lyon,SUPINFO de Lyon,,Barcelona Graduate School of Economics,,,"'JPO','Salon etudiant','JoForum'",stop
Nicky,Pagin,npaginhk@biglobe.ne.jp,Male,United States,+1 757 200 6195,47,21/5/2020,Chine,Pekin,SUPINFO de Pekin,,University of Texas Medical Branch Galveston,,,"'JPO','Salon etudiant','JoForum'",stop
